#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,APPROVED,VERIFIED
218, "RD 1428/03 048.1", "2011-06-27", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
219, "RD 1428/03 048.1", "2011-07-07", "AGUILAS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
220, "RD 1428/03 048.1", "2011-08-06", "VERA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
221, "RD 1428/03 048.1", "2011-08-06", "ALBACETE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
222, "RD 1428/03 048.1", "2011-08-18", "LA RODA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
223, "RD 1428/03 048.1", "2011-08-19", "GODELLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
224, "RD 1428/03 048.1", "2011-08-20", "LA CA�ADA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
225, "RD 1428/03 048.1", "2011-09-05", "MADRID,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
226, "RD 1428/03 048.1", "2011-09-12", "MAJADAHONDA,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
227, "RD 1428/03 048.1", "2011-09-08", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
228, "RD 2822/98 010.1", "2011-09-04", "MOSTOLES,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
229, "RDL 8/2004 003.A", "2011-02-15", "VILLACARRILLO,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
230, "RD 772/97 001.1", "2011-05-16", "MADRIGUERAS,Spain", "500.00 €, 0 puntos", "RD 772/97", YES, YES
231, "RD 1428/03 117.1", "2011-06-08", "VILLANUEVA DE LA CA�ADA,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
232, "RDL 8/2004 003.A", "2011-07-15", "QUER,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
233, "RD 772/97 012.4", "2011-09-01", "AGARRE (LEMOA),Spain", "200.00 €, 0 puntos", "RD 772/97", YES, YES
234, "RD 1428/03 020.1", "2011-08-01", "ARGANDA,Spain", "500.00 €, 6 puntos", "RD 1428/03", YES, YES
235, "RD 1428/03 141", "2011-08-08", "VILLARROBLEDO,Spain", "80.00 €, 0 puntos", "RD 1428/03", YES, YES
236, "RDL 8/2004 003.A", "2011-08-19", "BOGARRA,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
237, "RD 2822/98 010.1", "2011-08-19", "BOGARRA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
238, "RD 2822/98 010.1", "2011-08-26", "ALBACETE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
239, "RD 2822/98 012.51", "2011-08-27", "ALBACETE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
240, "RD 2822/98 010.1", "2011-09-02", "VILLARROBLEDO,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
241, "RD 2822/98 010.1", "2011-09-06", "MADRID,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
242, "RD 1428/03 117.1", "2011-09-09", "MADRID,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
243, "RDL 339/90 009.1", "2011-05-04", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
244, "RDL 339/90 009.1", "2011-05-13", "ALAIOR,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
245, "RDL 339/90 009.1", "2011-05-13", "MADRID,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
246, "RDL 339/90 009.1", "2011-05-13", "VALDEAVERUELO,Spain", "1200.00 €, 0 puntos", "RDL 339/90", YES, YES
247, "RDL 339/90 009.1", "2011-04-25", "ALMERIA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
248, "RDL 339/90 009.1", "2011-09-02", "GRAO DE GANDIA,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
249, "RDL 339/90 009.1", "2011-09-02", "MONTEAGUDO,Spain", "900.00 €, 0 puntos", "RDL 339/90", YES, YES
250, "RD 772/97 016.4", "2010-01-15", "ELCHE,Spain", "150.00 €, 0 puntos", "RD 772/97", YES, YES
251, "RDL 8/2004 003.A", "2010-02-07", "AIXIHUILI,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
252, "RD 2822/98 019.1", "2009-12-03", "COX,Spain", "150.00 €, 0 puntos", "RD 2822/98", YES, YES
253, "RD 1428/03 018.2", "2011-04-04", "BOQUERES,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
254, "RD 1428/03 117.1", "2011-05-29", "BALERMA,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
255, "RD 1428/03 151.2", "2011-05-09", "VILLAJOYOSA,Spain", "200.00 €, 4 puntos", "RD 1428/03", YES, YES
256, "RD 1428/03 118.1", "2011-05-29", "MURCIA,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
257, "RDL 8/2004 003.A", "2011-05-13", "MADRID,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
258, "RD 2822/98 010.1", "2011-07-02", "TORREVIEJA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
259, "RD 2822/98 010.1", "2011-06-26", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
260, "RD 2822/98 010.1", "2011-04-02", "BENIMAGRELL,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
261, "RD 1428/03 009.1", "2011-07-10", "LOS GARRES MURCIA,Spain", "200.00 €, 0 puntos", "RD 1428/03", YES, YES
262, "RD 1428/03 018.2", "2011-05-09", "BENISILI / BENISSILI,Spain", "200.00 €, 3 puntos", "RD 1428/03", YES, YES
263, "RD 2822/98 010.1", "2011-07-03", "DAIMUS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
264, "RD 2822/98 009.5", "2011-02-05", "ELDA,Spain", "500.00 €, 0 puntos", "RD 2822/98", YES, YES
265, "RD 772/97 001.1", "2011-05-16", "VILLAJOYOSA,Spain", "500.00 €, 0 puntos", "RD 772/97", YES, YES
266, "RDL 8/2004 003.A", "2011-03-17", "ALICANTE/ALACANT,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
267, "RDL 8/2004 002.1", "2011-06-09", "TORREVIEJA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
268, "RD 772/97 012.4", "2011-05-29", "COCENTAINA,Spain", "200.00 €, 0 puntos", "RD 772/97", YES, YES
269, "RDL 8/2004 002.1", "2011-03-17", "ELDA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
270, "RD 2822/98 010.1", "2011-07-05", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
271, "RD 2822/98 001.1", "2011-03-27", "SANTA POLA,Spain", "500.00 €, 0 puntos", "RD 2822/98", YES, YES
272, "RD 2822/98 010.1", "2011-07-10", "ELCHE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
273, "RDL 8/2004 003.A", "2011-04-23", "ADUANAS DE MAR,Spain", "1000.00 €, 0 puntos", "RDL 8/2004", YES, YES
274, "RDL 8/2004 003.A", "2011-06-10", "ALFAS DEL PI, L',Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
275, "RD 2822/98 010.1", "2011-06-10", "ALFAZ DEL PI,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
276, "RDL 8/2004 002.1", "2011-05-25", "SAX,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
277, "RD 2822/98 010.1", "2011-07-25", "AGUALEJAS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
278, "RD 2822/98 010.1", "2011-05-31", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
279, "RDL 8/2004 003.A", "2011-06-30", "AGUALEJAS,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
280, "RDL 8/2004 003.A", "2011-06-27", "BENIDORM,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
281, "RD 2822/98 010.1", "2011-06-21", "BENIDORM,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
282, "RDL 8/2004 002.1", "2011-05-18", "ELCHE/ELX,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
283, "RDL 8/2004 002.1", "2011-05-24", "ELCHE,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
284, "RD 2822/98 021.1", "2011-06-20", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
285, "RD 2822/98 010.1", "2011-07-27", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
286, "RDL 8/2004 003.A", "2011-05-18", "HUERTOS, LOS,Spain", "1000.00 €, 0 puntos", "RDL 8/2004", YES, YES
287, "RD 2822/98 010.1", "2011-07-29", "ALBERCA, LA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
288, "RD 2822/98 010.1", "2011-07-16", "HUERTOS, LOS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
289, "RD 2822/98 010.1", "2011-07-15", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
290, "RD 2822/98 010.1", "2011-07-05", "BOQUERES,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
291, "RD 2822/98 010.1", "2011-08-02", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
292, "RDL 8/2004 002.1", "2011-06-29", "HELLIN,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
293, "RD 772/97 001.1", "2011-02-10", "ALICANTE/ALACANT,Spain", "500.00 €, 4 puntos", "RD 772/97", YES, YES
294, "RD 2822/98 010.1", "2011-08-03", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
295, "RD 772/97 001.1", "2011-05-13", "ALICANTE,Spain", "500.00 €, 4 puntos", "RD 772/97", YES, YES
296, "RDL 8/2004 003.A", "2011-06-10", "ALEGRIA-DULANTZI,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
297, "RD 2822/98 032.3", "2011-06-05", "VILLAJOYOSA,Spain", "500.00 €, 0 puntos", "RD 2822/98", YES, YES
298, "RDL 8/2004 002.1", "2011-05-17", "AIXIHUILI,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
299, "RDL 8/2004 002.1", "2011-04-20", "VILLENA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
300, "RDL 8/2004 003.A", "2011-01-14", "ALICANTE,Spain", "1000.00 €, 0 puntos", "RDL 8/2004", YES, YES
301, "RDL 8/2004 002.1", "2011-03-24", "POLOP,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
302, "RDL 8/2004 002.1", "2011-03-22", "FIGUERETES,Spain", "650.00 €, 0 puntos", "RDL 8/2004", YES, YES
303, "RD 772/97 001.1", "2011-05-03", "ALTEA,Spain", "500.00 €, 0 puntos", "RD 772/97", YES, YES
304, "RD 2822/98 010.1", "2011-04-07", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
305, "RD 2822/98 010.1", "2011-05-11", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
306, "RD 2822/98 010.1", "2011-04-06", "ELCHE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
307, "RD 2822/98 010.1", "2011-07-27", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
308, "RDL 8/2004 002.1", "2011-06-18", "CAUDETE,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
309, "RDL 8/2004 002.1", "2011-05-24", "CIUDAD QUESADA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
310, "RD 2822/98 010.1", "2011-04-25", "TORREVIEJA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
311, "RD 2822/98 010.1", "2011-05-27", "DENIA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
312, "RDL 8/2004 003.A", "2011-04-19", "AGOST,Spain", "1000.00 €, 0 puntos", "RDL 8/2004", YES, YES
313, "RDL 8/2004 002.1", "2011-03-31", "ALICANTE/ALACANT,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
314, "RD 2822/98 010.1", "2011-06-01", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
315, "RD 2822/98 010.1", "2011-06-29", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
316, "RDL 8/2004 002.1", "2011-06-21", "ALICANTE/ALACANT,Spain", "650.00 €, 0 puntos", "RDL 8/2004", YES, YES
317, "RD 2822/98 010.1", "2011-05-31", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
318, "RD 2822/98 010.1", "2011-07-05", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
319, "RDL 8/2004 002.1", "2011-06-02", "AGUALEJAS,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
320, "RDL 8/2004 002.1", "2011-06-02", "ALICANTE/ALACANT,Spain", "650.00 €, 0 puntos", "RDL 8/2004", YES, YES
321, "RDL 8/2004 002.1", "2011-01-21", "MUTXAMEL,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
322, "RDL 8/2004 003.A", "2011-05-23", "BENICARLO,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
323, "RD 2822/98 010.1", "2011-05-16", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
324, "RD 2822/98 010.1", "2011-07-28", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
325, "RD 2822/98 010.1", "2011-08-01", "AGUALEJAS,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
326, "RDL 8/2004 002.1", "2011-04-29", "ELDA,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
327, "RD 2822/98 010.1", "2011-07-06", "ALBERCA, LA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
328, "RDL 8/2004 002.1", "2011-05-10", "ALGUE�A,Spain", "800.00 €, 0 puntos", "RDL 8/2004", YES, YES
329, "RDL 8/2004 003.A", "2011-03-23", "ALICANTE/ALACANT,Spain", "1500.00 €, 0 puntos", "RDL 8/2004", YES, YES
330, "RD 2822/98 010.1", "2011-08-09", "ADUANAS DE MAR,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
331, "RD 1428/03 094.2A", "2011-07-16", "BENISANO,Spain", "80.00 €, 0 puntos", "RD 1428/03", YES, YES
332, "RD 2822/98 010.1", "2011-06-16", "SANTA POLA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
333, "RD 2822/98 010.1", "2011-07-20", "ELCHE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
334, "RD 2822/98 010.1", "2011-07-16", "ALICANTE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
335, "RD 2822/98 010.1", "2011-07-04", "SANTA POLA,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
336, "RD 2822/98 010.1", "2011-07-03", "ELCHE,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
337, "RD 2822/98 010.1", "2011-07-08", "ELCHE/ELX,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
338, "RD 2822/98 010.1", "2011-08-02", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
339, "RD 2822/98 010.1", "2011-07-28", "ARABUYA (AVILES),Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
340, "RD 2822/98 010.1", "2011-08-02", "ELCHE/ELX,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
341, "RD 2822/98 010.1", "2011-07-16", "ALICANTE/ALACANT,Spain", "200.00 €, 0 puntos", "RD 2822/98", YES, YES
342, "RD 1428/03 052", "2010-09-05", "ALICANTE,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
343, "RD 1428/03 052", "2010-10-04", "MUTXAMEL,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
344, "RD 1428/03 052", "2010-07-22", "BOQUERES,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
345, "RD 1428/03 048", "2010-10-11", "VALENCIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
346, "RD 1428/03 048", "2010-12-14", "SANTOMERA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
347, "RD 1428/03 052", "2010-11-18", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
348, "RD 1428/03 052", "2010-11-20", "AGUALEJAS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
349, "RD 1428/03 052", "2010-12-08", "ELCHE/ELX,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
350, "RD 1428/03 048", "2010-12-31", "SANTOMERA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
351, "RD 1428/03 048", "2011-04-28", "LAS TORRETAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
352, "RD 1428/03 048", "2011-04-28", "LAS TORRETAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
353, "RD 1428/03 052", "2011-04-21", "ORIHUELA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
354, "RD 1428/03 048", "2011-05-06", "LAS TORRETAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
355, "RD 1428/03 048", "2011-06-16", "CREVILLENT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
356, "RD 1428/03 048", "2011-06-17", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
357, "RD 1428/03 048", "2011-06-17", "VERA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
358, "RD 1428/03 052", "2011-06-16", "VILLARCAYO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
359, "RD 1428/03 052", "2011-06-05", "MURCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
360, "RD 1428/03 052", "2011-06-05", "PILAR DE LA HORADADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
361, "RD 1428/03 052", "2011-06-14", "CAMPELLO, EL,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
362, "RD 1428/03 052", "2011-06-08", "MADRIGAL DE LA VERA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
363, "RD 1428/03 052", "2011-06-03", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
364, "RD 1428/03 052", "2011-06-02", "MONCADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
365, "RD 1428/03 048", "2011-06-23", "CAMARMA ESTERUELAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
366, "RD 1428/03 048", "2011-06-25", "GANDIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
367, "RD 1428/03 048", "2011-06-25", "ROJALES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
368, "RD 1428/03 052", "2011-06-25", "MONOVAR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
369, "RD 1428/03 048", "2011-06-27", "TORREVIEJA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
370, "RD 1428/03 052", "2011-06-22", "ALTEA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
371, "RD 1428/03 052", "2011-06-25", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
372, "RD 1428/03 048", "2011-06-27", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
373, "RD 1428/03 052", "2011-06-22", "VILA-REAL/VILLARREAL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
374, "RD 1428/03 052", "2011-06-23", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
375, "RD 1428/03 048", "2011-06-28", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
376, "RD 1428/03 048", "2011-06-29", "BADALONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
377, "RD 1428/03 048", "2011-06-29", "TORREVIEJA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
378, "RD 1428/03 048", "2011-06-28", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
379, "RD 1428/03 048", "2011-06-29", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
380, "RD 1428/03 048", "2011-07-02", "ORIHUELA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
381, "RD 1428/03 048", "2011-07-03", "BENISSA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
382, "RD 1428/03 048", "2011-07-02", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
383, "RD 1428/03 048", "2011-07-07", "CAMPELLO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
384, "RD 1428/03 052", "2011-07-07", "BENIDORM,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
385, "RD 1428/03 048", "2011-07-09", "VILLENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
386, "RD 1428/03 052", "2011-06-30", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
387, "RD 1428/03 048", "2011-07-12", "CA�ADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
388, "RD 1428/03 052", "2011-07-08", "MOSTOLES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
389, "RD 1428/03 052", "2011-07-01", "MALAGA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
390, "RD 1428/03 052", "2011-07-06", "ALICANTE/ALACANT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
391, "RD 1428/03 052", "2011-07-10", "IBI,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
392, "RD 1428/03 052", "2011-07-04", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
393, "RD 1428/03 052", "2011-07-04", "GETAFE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
394, "RD 1428/03 052", "2011-07-04", "ELCHE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
395, "RD 1428/03 052", "2011-07-09", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
396, "RD 1428/03 048", "2011-07-17", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
397, "RD 1428/03 048", "2011-07-19", "SANTANDER,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
398, "RD 1428/03 048", "2011-07-19", "BENALMADENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
399, "RD 1428/03 048", "2011-07-19", "ALICANTE/ALACANT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
400, "RD 1428/03 048", "2011-07-20", "ORIHUELA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
401, "RD 1428/03 048", "2011-07-22", "JAEN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
402, "RD 1428/03 048", "2011-07-22", "CAZORLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
403, "RD 1428/03 048", "2011-07-22", "SUMACARCEL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
404, "RD 1428/03 048", "2011-07-22", "MURCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
405, "RD 1428/03 048", "2011-07-23", "MARIN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
406, "RD 1428/03 048", "2011-07-24", "TORRE DEL MAR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
407, "RD 1428/03 048", "2011-07-24", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
408, "RD 1428/03 048", "2011-07-24", "ALICANTE/ALACANT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
409, "RD 1428/03 048", "2011-07-27", "RS COLINAS VISTA ROSA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
410, "RD 1428/03 052", "2011-07-24", "DAIMUS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
411, "RD 1428/03 048", "2011-07-24", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
412, "RD 1428/03 048", "2011-07-27", "URB CONILL BETERA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
413, "RD 1428/03 048", "2011-07-27", "ONTENIENTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
414, "RD 1428/03 052", "2011-07-14", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
415, "RD 1428/03 052", "2011-07-24", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
416, "RD 1428/03 052", "2011-07-26", "CARTAGENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
417, "RD 1428/03 052", "2011-07-18", "ALBACETE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
418, "RD 1428/03 052", "2011-07-15", "LLEIDA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
419, "RD 1428/03 052", "2011-07-14", "MOLINA DE SEGURA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
420, "RD 1428/03 052", "2011-07-23", "CAMPELLO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
421, "RD 1428/03 052", "2011-07-14", "GANDIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
422, "RD 1428/03 052", "2011-07-26", "CASTELLON PLANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
423, "RD 1428/03 052", "2011-07-22", "JAVEA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
424, "RD 1428/03 052", "2011-07-26", "VILARRODONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
425, "RD 1428/03 052", "2011-07-25", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
426, "RD 1428/03 052", "2011-07-21", "QUART DE POBLET,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
427, "RD 1428/03 052", "2011-07-21", "ALICANTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
428, "RD 1428/03 052", "2011-07-26", "CASTELLON PLANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
429, "RD 1428/03 052", "2011-07-20", "IBIZA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
430, "RD 1428/03 052", "2011-07-20", "ADOR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
431, "RD 1428/03 052", "2011-07-20", "ALMOINES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
